Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
gene3323	GBAA_3523	gi_50196905_ref_NC_007530_2_	-	3233270	3233650	0.0	0.0	0.0
gene2468	GBAA_2570	gi_50196905_ref_NC_007530_2_	+	2392539	2393276	0.0	0.0	0.0
gene4592	argH-2	gi_50196905_ref_NC_007530_2_	-	4433598	4434986	0.0	0.0	0.0
gene882	GBAA_0832	gi_50196905_ref_NC_007530_2_	+	841612	841956	0.0	0.0	0.0
gene1017	GBAA_0986	gi_50196905_ref_NC_007530_2_	+	983750	984139	0.0	0.0	0.0
gene4934	GBAA_5213	gi_50196905_ref_NC_007530_2_	-	4730880	4732277	0.0	0.0	0.0
gene356	gabD	gi_50196905_ref_NC_007530_2_	+	335071	336522	0.0	0.0	0.0
gene3592	GBAA_3825	gi_50196905_ref_NC_007530_2_	-	3503028	3503213	0.0	0.0	0.0
gene3324	GBAA_3524	gi_50196905_ref_NC_007530_2_	-	3234029	3234691	0.0	0.0	0.0
gene2469	GBAA_2571	gi_50196905_ref_NC_007530_2_	+	2393364	2393843	0.0	0.0	0.0
gene4470	GBAA_4748	gi_50196905_ref_NC_007530_2_	-	4318071	4318865	0.0	0.0	0.0
gene883	GBAA_0833	gi_50196905_ref_NC_007530_2_	+	841959	842273	0.0	0.0	0.0
gene1018	GBAA_0987	gi_50196905_ref_NC_007530_2_	+	984190	984390	0.0	0.0	0.0
gene4134	GBAA_4392	gi_50196905_ref_NC_007530_2_	+	4006940	4007086	0.0	0.0	0.0
gene357	GBAA_0328	gi_50196905_ref_NC_007530_2_	+	336570	336893	0.0	0.0	0.0
gene293	guaA	gi_50196905_ref_NC_007530_2_	+	260908	262446	0.0	0.0	0.0
gene5349	GBAA_5664	gi_50196905_ref_NC_007530_2_	-	5147672	5148727	0.0	0.0	0.0
gene4167	GBAA_4427	gi_50196905_ref_NC_007530_2_	-	4035259	4035924	0.0	0.0	0.0
gene4957	ldh	gi_50196905_ref_NC_007530_2_	-	4747567	4748517	0.0	0.0	0.0
gene3325	GBAA_3525	gi_50196905_ref_NC_007530_2_	-	3234707	3235057	0.0	0.0	0.0
gene884	GBAA_0834	gi_50196905_ref_NC_007530_2_	+	842406	842981	0.0	0.0	0.0
gene3019	ndhF	gi_50196905_ref_NC_007530_2_	-	2930371	2931903	0.0	0.0	0.0
gene4593	argG	gi_50196905_ref_NC_007530_2_	-	4434983	4436188	0.0	0.0	0.0
gene4521	pheS	gi_50196905_ref_NC_007530_2_	-	4368902	4369936	0.0	0.0	0.0
gene358	ampS	gi_50196905_ref_NC_007530_2_	-	336933	338162	0.0	0.0	0.0
gene3957	GBAA_4209	gi_50196905_ref_NC_007530_2_	-	3851362	3852900	0.0	0.0	0.0
gene5100	hprK	gi_50196905_ref_NC_007530_2_	-	4882293	4883222	0.0	0.0	0.0
gene3326	GBAA_3526	gi_50196905_ref_NC_007530_2_	+	3235320	3236645	0.0	0.0	0.0
gene1190	fabH	gi_50196905_ref_NC_007530_2_	+	1147155	1148087	0.0	0.0	0.0
gene885	blT	gi_50196905_ref_NC_007530_2_	+	843192	844394	0.0	0.0	0.0
gene4100	GBAA_4357	gi_50196905_ref_NC_007530_2_	-	3977371	3978165	0.0	0.0	0.0
gene359	GBAA_0330	gi_50196905_ref_NC_007530_2_	-	338279	339361	0.0	0.0	0.0
gene5035	GBAA_5325	gi_50196905_ref_NC_007530_2_	-	4826562	4827524	0.0	0.0	0.0
gene3327	GBAA_3527	gi_50196905_ref_NC_007530_2_	-	3236717	3236944	0.0	0.0	0.0
gene1191	fabF	gi_50196905_ref_NC_007530_2_	+	1148119	1149357	0.0	0.0	0.0
gene886	GBAA_0836	gi_50196905_ref_NC_007530_2_	-	844428	844766	0.0	0.0	0.0
gene4958	GBAA_5241	gi_50196905_ref_NC_007530_2_	-	4748763	4749011	0.0	0.0	0.0
gene1593	GBAA_1615	gi_50196905_ref_NC_007530_2_	+	1519460	1520260	0.0	0.0	0.0
gene4298	sigK	gi_50196905_ref_NC_007530_2_	-	4149962	4150675	0.0	0.0	0.0
gene3958	GBAA_4210	gi_50196905_ref_NC_007530_2_	+	3853078	3853536	0.0	0.0	0.0
gene3328	GBAA_3529	gi_50196905_ref_NC_007530_2_	+	3238094	3238447	0.0	0.0	0.0
gene1192	GBAA_1186	gi_50196905_ref_NC_007530_2_	+	1149464	1150252	0.0	0.0	0.0
gene887	GBAA_0837	gi_50196905_ref_NC_007530_2_	+	844935	845474	0.0	0.0	0.0
gene1499	ansA-1	gi_50196905_ref_NC_007530_2_	-	1434194	1435168	0.0	0.0	0.0
gene3930	GBAA_4179	gi_50196905_ref_NC_007530_2_	-	3827058	3827285	0.0	0.0	0.0
gene5084	GBAA_5376	gi_50196905_ref_NC_007530_2_	+	4869065	4870081	0.0	0.0	0.0
gene1193	GBAA_1187	gi_50196905_ref_NC_007530_2_	+	1150395	1151141	0.0	0.0	0.0
gene888	GBAA_0838	gi_50196905_ref_NC_007530_2_	+	845494	846042	0.0	0.0	0.0
gene3635	ogt-2	gi_50196905_ref_NC_007530_2_	+	3541532	3542062	0.0	0.0	0.0
gene1931	GBAA_1989	gi_50196905_ref_NC_007530_2_	-	1873772	1874386	0.0	0.0	0.0
gene4195	aroK	gi_50196905_ref_NC_007530_2_	-	4056689	4057186	0.0	0.0	0.0
gene4595	GBAA_4882	gi_50196905_ref_NC_007530_2_	-	4436687	4436896	0.0	0.0	0.0
gene3194	pykA-1	gi_50196905_ref_NC_007530_2_	-	3112212	3113270	0.0	0.0	0.0
gene889	GBAA_0839	gi_50196905_ref_NC_007530_2_	-	846115	847854	0.0	0.0	0.0
gene3959	GBAA_4211	gi_50196905_ref_NC_007530_2_	-	3853568	3854230	0.0	0.0	0.0
gene5037	GBAA_5327	gi_50196905_ref_NC_007530_2_	-	4829150	4829902	0.0	0.0	0.0
gene1101	GBAA_1079	gi_50196905_ref_NC_007530_2_	+	1060594	1062483	0.0	0.0	0.0
gene4102	proC-3	gi_50196905_ref_NC_007530_2_	+	3979292	3980131	0.0	0.0	0.0
gene2450	GBAA_2552	gi_50196905_ref_NC_007530_2_	+	2374967	2376508	0.0	0.0	0.0
gene1195	GBAA_1189	gi_50196905_ref_NC_007530_2_	-	1152808	1153188	0.0	0.0	0.0
gene1933	GBAA_1992	gi_50196905_ref_NC_007530_2_	-	1874798	1875763	0.0	0.0	0.0
gene2451	GBAA_2553	gi_50196905_ref_NC_007530_2_	+	2376558	2378498	0.0	0.0	0.0
gene3196	fabG	gi_50196905_ref_NC_007530_2_	-	3114411	3115169	0.0	0.0	0.0
gene3040	GBAA_3205	gi_50196905_ref_NC_007530_2_	+	2951454	2951894	0.0	0.0	0.0
gene4596	GBAA_4884	gi_50196905_ref_NC_007530_2_	+	4437753	4438415	0.0	0.0	0.0
gene3828	GBAA_4071	gi_50196905_ref_NC_007530_2_	+	3749457	3749639	0.0	0.0	0.0
gene1934	GBAA_1994	gi_50196905_ref_NC_007530_2_	+	1876219	1876971	0.0	0.0	0.0
gene3290	GBAA_3487	gi_50196905_ref_NC_007530_2_	+	3207504	3208094	0.0	0.0	0.0
gene1102	GBAA_1080	gi_50196905_ref_NC_007530_2_	+	1062697	1063269	0.0	0.0	0.0
gene2452	GBAA_2554	gi_50196905_ref_NC_007530_2_	+	2378668	2378997	0.0	0.0	0.0
gene1197	GBAA_1192	gi_50196905_ref_NC_007530_2_	+	1155267	1156196	0.0	0.0	0.0
gene3041	GBAA_3206	gi_50196905_ref_NC_007530_2_	-	2951961	2953166	0.0	0.0	0.0
gene4103	sdhA-2	gi_50196905_ref_NC_007530_2_	-	3980182	3981060	0.0	0.0	0.0
gene360	GBAA_0331	gi_50196905_ref_NC_007530_2_	-	339513	340616	0.0	0.0	0.0
gene1935	GBAA_1995	gi_50196905_ref_NC_007530_2_	+	1877117	1878277	0.0	0.0	0.0
gene4919	GBAA_5198	gi_50196905_ref_NC_007530_2_	-	4719680	4719952	0.0	0.0	0.0
gene297	Ba16SF	gi_50196905_ref_NC_007530_2_	+	266814	268320	0.0	0.0	0.0
gene2453	GBAA_2555	gi_50196905_ref_NC_007530_2_	+	2379136	2379660	0.0	0.0	0.0
gene3198	GBAA_3387	gi_50196905_ref_NC_007530_2_	-	3116877	3117602	0.0	0.0	0.0
gene3030	GBAA_3195	gi_50196905_ref_NC_007530_2_	-	2942042	2942872	0.0	0.0	0.0
gene3042	GBAA_3207	gi_50196905_ref_NC_007530_2_	-	2953432	2955711	0.0	0.0	0.0
gene5155	GBAA_5451	gi_50196905_ref_NC_007530_2_	+	4939248	4940405	0.0	0.0	0.0
gene361	GBAA_0332	gi_50196905_ref_NC_007530_2_	-	340856	342052	0.0	0.0	0.0
gene1936	GBAA_1996	gi_50196905_ref_NC_007530_2_	+	1878381	1878578	0.0	0.0	0.0
gene3636	alkA	gi_50196905_ref_NC_007530_2_	+	3542059	3542970	0.0	0.0	0.0
gene1760	aspA-2	gi_50196905_ref_NC_007530_2_	+	1682799	1684238	0.0	0.0	0.0
gene5104	uvrB	gi_50196905_ref_NC_007530_2_	-	4887265	4889241	0.0	0.0	0.0
gene2454	GBAA_2556	gi_50196905_ref_NC_007530_2_	+	2379709	2380269	0.0	0.0	0.0
gene3199	GBAA_3388	gi_50196905_ref_NC_007530_2_	-	3117689	3117883	0.0	0.0	0.0
gene1103	GBAA_1081	gi_50196905_ref_NC_007530_2_	+	1063484	1066093	0.0	0.0	0.0
gene1043	GBAA_1012	gi_50196905_ref_NC_007530_2_	+	1003758	1004702	0.0	0.0	0.0
gene362	GBAA_0333	gi_50196905_ref_NC_007530_2_	+	342478	343854	0.0	0.0	0.0
gene1937	GBAA_1997	gi_50196905_ref_NC_007530_2_	+	1878610	1879071	0.0	0.0	0.0
gene1761	ykwA	gi_50196905_ref_NC_007530_2_	+	1684293	1686026	0.0	0.0	0.0
gene5379	sodA-2	gi_50196905_ref_NC_007530_2_	+	5186057	5186683	0.0	0.0	0.0
gene3310	GBAA_3509	gi_50196905_ref_NC_007530_2_	-	3222893	3223246	0.0	0.0	0.0
gene2455	GBAA_2557	gi_50196905_ref_NC_007530_2_	+	2380262	2381002	0.0	0.0	0.0
gene4493	GBAA_4774	gi_50196905_ref_NC_007530_2_	-	4340043	4340966	0.0	0.0	0.0
gene3044	GBAA_3209	gi_50196905_ref_NC_007530_2_	+	2956381	2956578	0.0	0.0	0.0
gene4524	GBAA_4807	gi_50196905_ref_NC_007530_2_	+	4371508	4372065	0.0	0.0	0.0
gene363	GBAA_0334	gi_50196905_ref_NC_007530_2_	+	343951	344940	0.0	0.0	0.0
gene1938	nadE	gi_50196905_ref_NC_007530_2_	-	1879118	1879936	0.0	0.0	0.0
gene1762	GBAA_1802	gi_50196905_ref_NC_007530_2_	+	1686092	1687390	0.0	0.0	0.0
gene3311	GBAA_3510	gi_50196905_ref_NC_007530_2_	-	3223260	3223952	0.0	0.0	0.0
gene2456	GBAA_2558	gi_50196905_ref_NC_007530_2_	+	2381005	2381463	0.0	0.0	0.0
gene850	GBAA_0800	gi_50196905_ref_NC_007530_2_	+	816434	817168	0.0	0.0	0.0
gene3045	GBAA_3210	gi_50196905_ref_NC_007530_2_	-	2956589	2957110	0.0	0.0	0.0
gene364	GBAA_0335	gi_50196905_ref_NC_007530_2_	+	345216	345770	0.0	0.0	0.0
gene1104	GBAA_1082	gi_50196905_ref_NC_007530_2_	+	1066240	1066452	0.0	0.0	0.0
gene3773	GBAA_4014	gi_50196905_ref_NC_007530_2_	+	3694940	3696010	0.0	0.0	0.0
gene1763	GBAA_1803	gi_50196905_ref_NC_007530_2_	+	1687393	1688325	0.0	0.0	0.0
gene1031	GBAA_1000	gi_50196905_ref_NC_007530_2_	+	993740	994021	0.0	0.0	0.0
gene3312	GBAA_3511	gi_50196905_ref_NC_007530_2_	+	3224086	3224508	0.0	0.0	0.0
gene2457	GBAA_2559	gi_50196905_ref_NC_007530_2_	-	2381522	2382538	0.0	0.0	0.0
gene851	GBAA_0801	gi_50196905_ref_NC_007530_2_	+	817257	817958	0.0	0.0	0.0
gene1046	GBAA_1015	gi_50196905_ref_NC_007530_2_	+	1007140	1008084	0.0	0.0	0.0
gene3035	GBAA_3200	gi_50196905_ref_NC_007530_2_	-	2945764	2946441	0.0	0.0	0.0
gene299	Ba5SF	gi_50196905_ref_NC_007530_2_	+	271456	271571	0.0	0.0	0.0
gene365	GBAA_0336	gi_50196905_ref_NC_007530_2_	+	346049	346561	0.0	0.0	0.0
gene4474	sdhA	gi_50196905_ref_NC_007530_2_	-	4321248	4323041	0.0	0.0	0.0
gene1764	GBAA_1804	gi_50196905_ref_NC_007530_2_	+	1688443	1691637	0.0	0.0	0.0
gene3313	GBAA_3512	gi_50196905_ref_NC_007530_2_	+	3224522	3224986	0.0	0.0	0.0
gene2458	GBAA_2560	gi_50196905_ref_NC_007530_2_	-	2382720	2383877	0.0	0.0	0.0
gene4984	GBAA_5269	gi_50196905_ref_NC_007530_2_	-	4775034	4775744	0.0	0.0	0.0
gene852	GBAA_5742	gi_50196905_ref_NC_007530_2_	+	818124	819128	0.0	0.0	0.0
gene1047	GBAA_1016	gi_50196905_ref_NC_007530_2_	+	1008128	1009105	0.0	0.0	0.0
gene5036	GBAA_5326	gi_50196905_ref_NC_007530_2_	+	4827960	4828925	0.0	0.0	0.0
gene366	GBAA_0337	gi_50196905_ref_NC_007530_2_	+	346656	347363	0.0	0.0	0.0
gene5106	GBAA_5398	gi_50196905_ref_NC_007530_2_	-	4890977	4891408	0.0	0.0	0.0
gene0	dnaA	gi_50196905_ref_NC_007530_2_	+	407	1747	0.0	0.0	0.0
gene1765	GBAA_1805	gi_50196905_ref_NC_007530_2_	-	1691729	1691863	0.0	0.0	0.0
gene5033	speG	gi_50196905_ref_NC_007530_2_	-	4825449	4825964	0.0	0.0	0.0
gene3314	GBAA_3513	gi_50196905_ref_NC_007530_2_	+	3225091	3225570	0.0	0.0	0.0
gene2459	GBAA_2561	gi_50196905_ref_NC_007530_2_	-	2383867	2384562	0.0	0.0	0.0
gene853	brnQ-2	gi_50196905_ref_NC_007530_2_	-	819173	820489	0.0	0.0	0.0
gene3048	GBAA_3213	gi_50196905_ref_NC_007530_2_	-	2958566	2959852	0.0	0.0	0.0
gene4710	GBAA_5001	gi_50196905_ref_NC_007530_2_	+	4540236	4541195	0.0	0.0	0.0
gene367	GBAA_0338	gi_50196905_ref_NC_007530_2_	-	347563	348258	0.0	0.0	0.0
gene4033	GBAA_4287a	gi_50196905_ref_NC_007530_2_	-	3919789	3920139	0.0	0.0	0.0
gene1	dnaN-1	gi_50196905_ref_NC_007530_2_	+	1926	3065	0.0	0.0	0.0
gene1766	GBAA_1807	gi_50196905_ref_NC_007530_2_	-	1692386	1692610	0.0	0.0	0.0
gene4730	GBAA_5023	gi_50196905_ref_NC_007530_2_	+	4556985	4557206	0.0	0.0	0.0
gene3315	GBAA_3514	gi_50196905_ref_NC_007530_2_	-	3225611	3226363	0.0	0.0	0.0
gene854	cotJC	gi_50196905_ref_NC_007530_2_	-	820708	821277	0.0	0.0	0.0
gene1049	GBAA_1019	gi_50196905_ref_NC_007530_2_	+	1010797	1011672	0.0	0.0	0.0
gene4145	folD	gi_50196905_ref_NC_007530_2_	-	4019708	4020568	0.0	0.0	0.0
gene368	GBAA_0339	gi_50196905_ref_NC_007530_2_	-	348273	349382	0.0	0.0	0.0
gene2	GBAA_0003	gi_50196905_ref_NC_007530_2_	+	3193	3405	0.0	0.0	0.0
gene1767	asnA	gi_50196905_ref_NC_007530_2_	+	1692598	1693581	0.0	0.0	0.0
gene5107	GBAA_5399	gi_50196905_ref_NC_007530_2_	-	4891454	4892074	0.0	0.0	0.0
gene1316	GBAA_1323	gi_50196905_ref_NC_007530_2_	-	1269329	1270648	0.0	0.0	0.0
gene1106	GBAA_1084	gi_50196905_ref_NC_007530_2_	-	1066821	1067174	0.0	0.0	0.0
gene369	GBAA_0340	gi_50196905_ref_NC_007530_2_	+	349475	350746	0.0	0.0	0.0
gene3	recF	gi_50196905_ref_NC_007530_2_	+	3418	4545	0.0	0.0	0.0
gene3768	gmk	gi_50196905_ref_NC_007530_2_	-	3688139	3688756	0.0	0.0	0.0
gene4034	spoVAD	gi_50196905_ref_NC_007530_2_	-	3920143	3921159	0.0	0.0	0.0
gene3620	chi36	gi_50196905_ref_NC_007530_2_	+	3527283	3528365	0.0	0.0	0.0
gene3317	GBAA_3516	gi_50196905_ref_NC_007530_2_	-	3227619	3229010	0.0	0.0	0.0
gene3085	GBAA_3260	gi_50196905_ref_NC_007530_2_	-	2999884	3001260	0.0	0.0	0.0
gene4938	GBAA_5217	gi_50196905_ref_NC_007530_2_	-	4735275	4736060	0.0	0.0	0.0
gene856	cotJA	gi_50196905_ref_NC_007530_2_	-	821562	821777	0.0	0.0	0.0
gene3034	arsR	gi_50196905_ref_NC_007530_2_	-	2945012	2945317	0.0	0.0	0.0
gene4038	GBAA_4293	gi_50196905_ref_NC_007530_2_	-	3922888	3924414	0.0	0.0	0.0
gene4	gyrB	gi_50196905_ref_NC_007530_2_	+	4584	6506	0.0	0.0	0.0
gene1769	GBAA_1810	gi_50196905_ref_NC_007530_2_	-	1694535	1694990	0.0	0.0	0.0
gene3318	GBAA_3518	gi_50196905_ref_NC_007530_2_	-	3229640	3230839	0.0	0.0	0.0
gene5086	GBAA_5378	gi_50196905_ref_NC_007530_2_	+	4870440	4870646	0.0	0.0	0.0
gene857	GBAA_0806	gi_50196905_ref_NC_007530_2_	+	821872	822231	0.0	0.0	0.0
gene1107	GBAA_1085	gi_50196905_ref_NC_007530_2_	+	1067308	1067811	0.0	0.0	0.0
gene4338	GBAA_4609	gi_50196905_ref_NC_007530_2_	-	4187226	4188506	0.0	0.0	0.0
gene5	gyrA	gi_50196905_ref_NC_007530_2_	+	6595	9066	0.0	0.0	0.0
gene4108	GBAA_4366	gi_50196905_ref_NC_007530_2_	-	3984068	3985306	0.0	0.0	0.0
gene3319	GBAA_3519	gi_50196905_ref_NC_007530_2_	+	3231206	3231772	0.0	0.0	0.0
gene858	GBAA_0807	gi_50196905_ref_NC_007530_2_	+	822246	823025	0.0	0.0	0.0
gene4803	GBAA_5101	gi_50196905_ref_NC_007530_2_	-	4622814	4623104	0.0	0.0	0.0
gene5233	nuoH	gi_50196905_ref_NC_007530_2_	-	5028871	5029872	0.0	0.0	0.0
gene6	Ba16SA	gi_50196905_ref_NC_007530_2_	+	9335	10841	0.0	0.0	0.0
gene4980	GBAA_5265	gi_50196905_ref_NC_007530_2_	+	4771842	4772735	0.0	0.0	0.0
gene2890	GBAA_3038	gi_50196905_ref_NC_007530_2_	-	2802832	2803764	0.0	0.0	0.0
gene3238	GBAA_3430	gi_50196905_ref_NC_007530_2_	-	3152437	3153105	0.0	0.0	0.0
gene3916	GBAA_4165	gi_50196905_ref_NC_007530_2_	-	3817858	3818160	0.0	0.0	0.0
gene5171	dat-2	gi_50196905_ref_NC_007530_2_	+	4959942	4960814	0.0	0.0	0.0
gene859	GBAA_0808	gi_50196905_ref_NC_007530_2_	-	823043	823855	0.0	0.0	0.0
gene3980	GBAA_4233	gi_50196905_ref_NC_007530_2_	-	3876980	3877489	0.0	0.0	0.0
gene5109	GBAA_5402	gi_50196905_ref_NC_007530_2_	-	4893176	4893568	0.0	0.0	0.0
gene5038	GBAA_5328	gi_50196905_ref_NC_007530_2_	-	4829899	4830963	0.0	0.0	0.0
gene3965	GBAA_4217	gi_50196905_ref_NC_007530_2_	+	3858492	3859049	0.0	0.0	0.0
gene1108	GBAA_1086	gi_50196905_ref_NC_007530_2_	+	1068049	1069026	0.0	0.0	0.0
gene5139	GBAA_5435	gi_50196905_ref_NC_007530_2_	+	4922688	4923761	0.0	0.0	0.0
gene2480	GBAA_2582	gi_50196905_ref_NC_007530_2_	+	2405346	2406440	0.0	0.0	0.0
gene4527	GBAA_4810	gi_50196905_ref_NC_007530_2_	+	4373821	4374192	0.0	0.0	0.0
gene4109	GBAA_4367	gi_50196905_ref_NC_007530_2_	+	3985451	3985651	0.0	0.0	0.0
gene1039	GBAA_1008	gi_50196905_ref_NC_007530_2_	+	997639	998880	0.0	0.0	0.0
gene4036	spoVAB	gi_50196905_ref_NC_007530_2_	-	3921646	3922062	0.0	0.0	0.0
gene2892	GBAA_3040	gi_50196905_ref_NC_007530_2_	-	2804244	2804810	0.0	0.0	0.0
gene4981	GBAA_5266	gi_50196905_ref_NC_007530_2_	+	4773067	4773453	0.0	0.0	0.0
gene2481	GBAA_2583	gi_50196905_ref_NC_007530_2_	-	2406455	2408146	0.0	0.0	0.0
gene1030	GBAA_0999	gi_50196905_ref_NC_007530_2_	+	993149	993679	0.0	0.0	0.0
gene4081	bioB	gi_50196905_ref_NC_007530_2_	-	3958422	3959420	0.0	0.0	0.0
gene9	Ba23SA	gi_50196905_ref_NC_007530_2_	+	11247	14154	0.0	0.0	0.0
gene3981	GBAA_4235	gi_50196905_ref_NC_007530_2_	-	3877830	3878285	0.0	0.0	0.0
gene2893	GBAA_3041	gi_50196905_ref_NC_007530_2_	-	2804829	2805257	0.0	0.0	0.0
gene2482	GBAA_2584	gi_50196905_ref_NC_007530_2_	+	2408316	2408909	0.0	0.0	0.0
gene5103	uvrA	gi_50196905_ref_NC_007530_2_	-	4884383	4887259	0.0	0.0	0.0
gene3031	arsC	gi_50196905_ref_NC_007530_2_	-	2943026	2943430	0.0	0.0	0.0
gene1036	GBAA_1005	gi_50196905_ref_NC_007530_2_	-	996601	996741	0.0	0.0	0.0
gene430	GBAA_0401	gi_50196905_ref_NC_007530_2_	+	419183	419767	0.0	0.0	0.0
gene2894	GBAA_3042	gi_50196905_ref_NC_007530_2_	+	2805522	2807465	0.0	0.0	0.0
gene5055	GBAA_5346	gi_50196905_ref_NC_007530_2_	-	4845621	4845971	0.0	0.0	0.0
gene2483	GBAA_2585	gi_50196905_ref_NC_007530_2_	+	2409019	2410350	0.0	0.0	0.0
gene3966	metE	gi_50196905_ref_NC_007530_2_	+	3859667	3861955	0.0	0.0	0.0
gene4804	GBAA_5102	gi_50196905_ref_NC_007530_2_	-	4623125	4623685	0.0	0.0	0.0
gene3032	acr3	gi_50196905_ref_NC_007530_2_	-	2943456	2944496	0.0	0.0	0.0
gene4982	GBAA_5267	gi_50196905_ref_NC_007530_2_	-	4773702	4773842	0.0	0.0	0.0
gene431	GBAA_0402	gi_50196905_ref_NC_007530_2_	+	419841	420632	0.0	0.0	0.0
gene1750	GBAA_1788	gi_50196905_ref_NC_007530_2_	-	1672709	1673149	0.0	0.0	0.0
gene2895	GBAA_3043	gi_50196905_ref_NC_007530_2_	-	2807512	2808156	0.0	0.0	0.0
gene4206	GBAA_4469	gi_50196905_ref_NC_007530_2_	+	4063442	4064836	0.0	0.0	0.0
gene3982	GBAA_4236	gi_50196905_ref_NC_007530_2_	+	3878417	3878857	0.0	0.0	0.0
gene2484	GBAA_2588	gi_50196905_ref_NC_007530_2_	+	2411073	2411999	0.0	0.0	0.0
gene5123	cccB	gi_50196905_ref_NC_007530_2_	-	4906477	4906800	0.0	0.0	0.0
gene1033	GBAA_1002	gi_50196905_ref_NC_007530_2_	+	994735	994956	0.0	0.0	0.0
gene4713	GBAA_5004	gi_50196905_ref_NC_007530_2_	+	4542814	4543494	0.0	0.0	0.0
gene432	GBAA_0403	gi_50196905_ref_NC_007530_2_	+	420742	422373	0.0	0.0	0.0
gene1037	GBAA_1006	gi_50196905_ref_NC_007530_2_	+	996896	997258	0.0	0.0	0.0
gene1751	GBAA_1789	gi_50196905_ref_NC_007530_2_	-	1673146	1673628	0.0	0.0	0.0
gene2896	GBAA_3044	gi_50196905_ref_NC_007530_2_	-	2808178	2808645	0.0	0.0	0.0
gene3340	GBAA_3543	gi_50196905_ref_NC_007530_2_	-	3248783	3249676	0.0	0.0	0.0
gene2485	GBAA_2589	gi_50196905_ref_NC_007530_2_	+	2412218	2412385	0.0	0.0	0.0
gene1034	GBAA_1003	gi_50196905_ref_NC_007530_2_	-	995054	995359	0.0	0.0	0.0
gene433	GBAA_0404	gi_50196905_ref_NC_007530_2_	+	422392	423474	0.0	0.0	0.0
gene4983	GBAA_5268	gi_50196905_ref_NC_007530_2_	-	4773939	4774991	0.0	0.0	0.0
gene4340	GBAA_4611	gi_50196905_ref_NC_007530_2_	-	4189462	4190103	0.0	0.0	0.0
gene1752	GBAA_1791	gi_50196905_ref_NC_007530_2_	+	1673912	1674550	0.0	0.0	0.0
gene2897	GBAA_3046	gi_50196905_ref_NC_007530_2_	-	2809010	2809303	0.0	0.0	0.0
gene4761	GBAA_5057	gi_50196905_ref_NC_007530_2_	-	4582916	4583134	0.0	0.0	0.0
gene3341	qor-2	gi_50196905_ref_NC_007530_2_	+	3249800	3250765	0.0	0.0	0.0
gene2486	GBAA_2590	gi_50196905_ref_NC_007530_2_	+	2412761	2413390	0.0	0.0	0.0
gene860	GBAA_0809	gi_50196905_ref_NC_007530_2_	+	824208	824489	0.0	0.0	0.0
gene1035	GBAA_1004	gi_50196905_ref_NC_007530_2_	-	995477	996472	0.0	0.0	0.0
gene3983	GBAA_4237	gi_50196905_ref_NC_007530_2_	-	3878897	3879658	0.0	0.0	0.0
gene434	GBAA_0405	gi_50196905_ref_NC_007530_2_	-	423510	426176	0.0	0.0	0.0
gene5039	GBAA_5329	gi_50196905_ref_NC_007530_2_	-	4830960	4831964	0.0	0.0	0.0
gene1753	GBAA_1792	gi_50196905_ref_NC_007530_2_	+	1674555	1675661	0.0	0.0	0.0
gene2898	GBAA_3047	gi_50196905_ref_NC_007530_2_	-	2809333	2809950	0.0	0.0	0.0
gene3967	comJ	gi_50196905_ref_NC_007530_2_	-	3861992	3862381	0.0	0.0	0.0
gene1342	GBAA_1352	gi_50196905_ref_NC_007530_2_	+	1294274	1294720	0.0	0.0	0.0
gene4487	GBAA_4768	gi_50196905_ref_NC_007530_2_	+	4336485	4336988	0.0	0.0	0.0
gene861	GBAA_0810	gi_50196905_ref_NC_007530_2_	+	824500	825105	0.0	0.0	0.0
gene3036	GBAA_3201	gi_50196905_ref_NC_007530_2_	-	2946454	2947734	0.0	0.0	0.0
gene4529	GBAA_4812	gi_50196905_ref_NC_007530_2_	-	4374609	4376408	0.0	0.0	0.0
gene4039	sigF	gi_50196905_ref_NC_007530_2_	-	3924552	3925310	0.0	0.0	0.0
gene435	GBAA_0406	gi_50196905_ref_NC_007530_2_	-	426368	426592	0.0	0.0	0.0
gene4496	GBAA_4778	gi_50196905_ref_NC_007530_2_	+	4342890	4343063	0.0	0.0	0.0
gene4915	GBAA_5194	gi_50196905_ref_NC_007530_2_	-	4716921	4717361	0.0	0.0	0.0
gene1754	GBAA_1793	gi_50196905_ref_NC_007530_2_	+	1675779	1676717	0.0	0.0	0.0
gene2899	GBAA_3048	gi_50196905_ref_NC_007530_2_	-	2809938	2810810	0.0	0.0	0.0
gene4714	GBAA_5005	gi_50196905_ref_NC_007530_2_	+	4543519	4544193	0.0	0.0	0.0
gene3343	GBAA_3546	gi_50196905_ref_NC_007530_2_	-	3251698	3252222	0.0	0.0	0.0
gene2488	GBAA_2592	gi_50196905_ref_NC_007530_2_	-	2415288	2415989	0.0	0.0	0.0
gene4762	GBAA_5058	gi_50196905_ref_NC_007530_2_	-	4583232	4584047	0.0	0.0	0.0
gene862	GBAA_0811	gi_50196905_ref_NC_007530_2_	+	825210	825578	0.0	0.0	0.0
gene3037	hscC	gi_50196905_ref_NC_007530_2_	-	2947734	2949434	0.0	0.0	0.0
gene5297	GBAA_5609	gi_50196905_ref_NC_007530_2_	-	5098603	5098917	0.0	0.0	0.0
gene436	GBAA_0407	gi_50196905_ref_NC_007530_2_	+	426767	427231	0.0	0.0	0.0
